apprenant_id,age,sexe,profil_candidat,formation,mode_formation,score_tp,score_theorique,taux_presence,date_inscription,reussite,mois
2108,44.0,Femme,Etudiant,TIA Portal,Continue,51.81408925425693,73.79212702494061,81.16641722867182,2024-01-04,0,1
2109,39.0,Homme,Pris en charge,TIA Portal,Weekend,79.45127557503271,74.4657571123265,70.19699706184973,2024-09-01,0,9
2110,21.0,Homme,Etudiant,SolidWorks,Weekend,70.03097238078179,66.9066684025015,87.62069437999942,2024-01-20,0,1
2111,26.0,Homme,Employé,TIA Portal,Continue,84.8397104775006,83.20739940800982,70.35115894746589,2024-12-27,1,12
2112,25.0,Homme,Etudiant,Industrie 4.0,Continue,65.87256161852653,63.08512571525308,81.34399208173525,2024-09-06,0,9
2113,36.0,Homme,Employé,Industrie 4.0,Weekend,69.68788701318664,81.80928134578427,90.61990462935584,2024-05-20,0,5
2114,44.0,Homme,Etudiant,Industrie 4.0,Continue,86.19457754715255,70.01205331377854,70.16392962610527,2024-02-21,0,2
2115,44.0,Femme,Pris en charge,SCADA,Weekend,79.36793316077639,63.20698019381506,72.00340745413531,2024-09-02,0,9
2116,21.0,Homme,Etudiant,Industrie 4.0,Weekend,64.98678149597932,78.7788349803959,75.49105743501173,2024-08-21,0,8
2117,22.0,Homme,Etudiant,TIA Portal,Continue,75.34007169463945,69.47304051348101,80.19175603704574,2024-05-04,0,5
2118,24.0,Homme,Employé,EPLAN,Continue,94.03730227646594,80.64969562645598,78.69756395862072,2024-09-13,1,9
2119,24.0,Homme,Pris en charge,EPLAN,1 fois par semaine,76.43631396241275,100.0,79.82862134235576,2024-05-09,1,5
2120,20.0,Homme,Etudiant,TIA Portal,1 fois par semaine,73.51960602132657,58.79213644053903,85.0620903708749,2024-05-17,0,5
2121,27.0,Homme,Pris en charge,Industrie 4.0,1 fois par semaine,83.95232969453669,80.56949643194864,78.1275276662596,2024-09-22,1,9
2122,31.0,Homme,Etudiant,TIA Portal,1 fois par semaine,78.52273754318081,77.65541667195359,65.345138156372,2024-04-22,0,4
2123,43.0,Homme,Employé,TIA Portal,1 fois par semaine,89.4366627563413,91.35172442411486,92.73488327260053,2024-12-11,1,12
2124,32.543160127253444,,,TIA Portal,Weekend,74.81199054878482,70.11891311158554,79.76757781357493,2024-05-23,0,5
2125,32.0,Homme,Employé,SCADA,Continue,84.06543826601022,88.87525304667464,67.26188673887529,2024-08-18,1,8
2126,42.0,Homme,Etudiant,TIA Portal,Weekend,89.9230852612573,58.194640536018525,78.15689031927333,2024-09-13,0,9
2127,34.0,Homme,Etudiant,EPLAN,1 fois par semaine,72.00947590118884,54.69303284414888,87.85362272741718,2024-09-21,0,9
2128,30.0,Homme,Etudiant,Industrie 4.0,1 fois par semaine,69.01236551376913,58.712527954500615,70.91536587948268,2024-04-12,0,4
2129,29.0,Homme,Etudiant,TIA Portal,Continue,74.81199054878482,68.11786140286786,89.2442691530376,2024-12-06,0,12
2130,22.0,Homme,Pris en charge,SolidWorks,Weekend,72.89152227839419,86.59016942855828,70.31610576491416,2024-08-27,0,8
2131,41.0,Homme,Pris en charge,TIA Portal,1 fois par semaine,61.913916471769625,89.26895546790482,84.29739521590491,2024-08-06,0,8
2132,32.543160127253444,,,Industrie 4.0,1 fois par semaine,74.81199054878482,70.11891311158554,79.76757781357493,2024-11-17,0,11
2133,35.0,Homme,Etudiant,Industrie 4.0,1 fois par semaine,68.86511323531859,68.6532667638084,89.43226790263205,2024-03-20,0,3
2134,29.0,Homme,Etudiant,TIA Portal,1 fois par semaine,84.62334260878431,55.93646731972528,61.13337516444776,2024-08-18,0,8
2135,29.0,Femme,Employé,TIA Portal,Weekend,82.78678146210554,70.8732136882512,91.9116842595064,2024-12-01,0,12
2136,31.0,Homme,Pris en charge,TIA Portal,Weekend,71.10400150518211,67.6214779791606,68.34257084267837,2024-11-17,0,11
2137,28.0,Homme,Etudiant,TIA Portal,1 fois par semaine,84.76292186710393,67.65606051041031,98.83535857658974,2024-01-08,0,1
2138,20.0,Homme,Pris en charge,TIA Portal,Weekend,76.49235733180412,84.16872332005222,81.0291520521882,2024-11-12,1,11
2139,32.543160127253444,,,EPLAN,1 fois par semaine,74.81199054878482,70.11891311158554,79.76757781357493,2024-08-26,0,8
2140,39.0,Homme,Pris en charge,TIA Portal,Continue,65.1136784939601,54.31084287239893,78.13595610010218,2024-05-21,0,5
2141,27.0,Homme,Etudiant,TIA Portal,Continue,67.75836982073201,40.0,64.77961880255846,2024-04-15,0,4
2142,30.0,Homme,Etudiant,EPLAN,Continue,75.10243776287531,76.623677739868,70.64982313208323,2024-03-02,0,3
2143,31.0,Homme,Etudiant,SCADA,Weekend,70.70942035625508,72.78847558990955,84.66031833401838,2024-09-17,0,9
2144,20.0,Homme,Employé,Industrie 4.0,1 fois par semaine,69.71018331230623,74.53180736932268,100.0,2024-09-11,0,9
2145,44.0,Homme,Etudiant,TIA Portal,Continue,80.80970241080517,72.790038045463,94.42224577960565,2024-11-07,0,11
2146,41.0,Homme,Etudiant,SCADA,Continue,82.8691640493752,56.26529208932262,80.88141958617447,2024-06-21,0,6
2147,39.0,Femme,Employé,TIA Portal,Weekend,68.81448080713406,67.72271368668171,89.44691940106605,2024-12-21,0,12
2148,44.0,Homme,Etudiant,SCADA,Weekend,66.50265165945075,66.33224026307435,82.17244115589982,2024-06-06,0,6
2149,30.0,Homme,Etudiant,EPLAN,Continue,87.64201423591592,69.02481534231259,77.67964809189755,2024-04-20,0,4
2150,24.0,Homme,Employé,Industrie 4.0,1 fois par semaine,100.0,80.54031484329889,80.57777038169426,2024-12-13,1,12
2151,34.0,Homme,Employé,TIA Portal,1 fois par semaine,65.58099023780065,63.071257620996384,74.31379912042628,2024-01-21,0,1
2152,24.0,Homme,Employé,SCADA,1 fois par semaine,83.91139725881229,56.128029354618,80.70098085505094,2024-10-08,0,10
2153,31.0,Homme,Etudiant,Industrie 4.0,Continue,73.6097412928962,86.07936761598987,83.59140551256256,2024-04-03,0,4
2154,24.0,Homme,Employé,Industrie 4.0,Weekend,81.75985174194967,61.23685966938404,79.32886364582495,2024-12-24,0,12
2155,36.0,Homme,Employé,Industrie 4.0,1 fois par semaine,65.47050605532894,83.82920665883091,75.2147712247027,2024-01-14,0,1
2156,36.0,Homme,Etudiant,SCADA,Continue,62.48252065405787,95.81754039769392,74.67227379452807,2024-06-21,0,6
2157,43.0,Homme,Employé,SCADA,Continue,63.77256576490594,88.08516440516206,77.20912807128846,2024-12-11,0,12
2158,31.0,Homme,Etudiant,EPLAN,Weekend,69.35861782653907,77.97393052087328,81.07925927538534,2024-01-26,0,1
2159,43.0,Homme,Etudiant,SolidWorks,1 fois par semaine,72.6529168305624,67.62181191967153,75.09768350523532,2024-07-17,0,7
2160,34.0,Homme,Etudiant,TIA Portal,Continue,84.4512744316009,80.95697127395006,85.22348100960954,2024-08-11,1,8
2161,34.0,Homme,Etudiant,SolidWorks,1 fois par semaine,66.66536113254094,69.72508139406125,63.63148602972196,2024-09-20,0,9
2162,25.0,Homme,Etudiant,TIA Portal,1 fois par semaine,68.62171047441069,86.9851095522306,82.055808286916,2024-09-07,0,9
2163,31.0,Homme,Pris en charge,SolidWorks,1 fois par semaine,95.80518674379724,77.66243293346926,89.69478746803877,2024-05-22,1,5
2164,39.0,Homme,Etudiant,TIA Portal,Continue,75.53375731026058,74.53989232734402,97.66103677944304,2024-12-11,0,12
2165,37.0,Homme,Pris en charge,Industrie 4.0,1 fois par semaine,77.85317537267488,70.59110652179253,79.21263144132753,2024-10-18,0,10
2166,33.0,Homme,Employé,SolidWorks,Weekend,82.45306591554358,64.07007677177506,86.46171860326857,2024-10-05,0,10
2167,21.0,Homme,Etudiant,TIA Portal,Continue,69.76160991709389,69.97289023822358,82.05239367521656,2024-04-22,0,4
2168,28.0,Homme,Etudiant,SolidWorks,Continue,74.81655335892438,73.51389003911363,90.14746209485908,2024-05-16,0,5
2169,24.0,Homme,Employé,SCADA,1 fois par semaine,71.77543233756055,66.91665644997393,77.53930032089256,2024-07-02,0,7
2170,39.0,Homme,Employé,Industrie 4.0,1 fois par semaine,74.16960906846847,73.57616326717338,84.89902116287028,2024-10-15,0,10
2171,20.0,Homme,Etudiant,Industrie 4.0,1 fois par semaine,83.43242678202549,81.827281211921,58.27708831450055,2024-03-14,1,3
2172,42.0,Homme,Etudiant,EPLAN,Continue,81.746659834014,73.33084763837694,89.82951101728833,2024-08-14,0,8
2173,22.0,Homme,Employé,TIA Portal,Weekend,52.17719253245676,63.5870867265603,81.20142934693347,2024-05-22,0,5
2174,25.0,Homme,Etudiant,SCADA,Weekend,84.97878306133414,40.0,72.97733703477068,2024-11-06,0,11
2175,24.0,Homme,Pris en charge,SolidWorks,Continue,71.54274266561731,84.56511724030702,82.68598344923173,2024-09-16,0,9
2176,40.0,Homme,Employé,EPLAN,Weekend,78.94803704886036,68.67307127110193,94.0612385131054,2024-10-06,0,10
2177,24.0,Homme,Etudiant,SolidWorks,1 fois par semaine,70.92434744610266,72.40556123766308,70.34707927755177,2024-08-01,0,8
2178,20.0,Homme,Etudiant,SCADA,Continue,74.48195031514844,76.53991369356996,70.98114109249575,2024-07-19,0,7
2179,32.543160127253444,,,EPLAN,Weekend,74.81199054878482,70.11891311158554,79.76757781357493,2024-11-06,0,11
2180,38.0,Homme,Pris en charge,SolidWorks,Continue,78.36075605990591,79.09338187754258,70.99487756560677,2024-07-26,0,7
2181,33.0,Homme,Etudiant,SolidWorks,Weekend,87.64171274092641,82.10598182767522,70.38726480714685,2024-10-27,1,10
2182,150.0,Homme,Etudiant,TIA Portal,Continue,74.49031040781949,79.06648204250816,77.96007140065997,2024-07-22,0,7
2183,29.0,Homme,Employé,Industrie 4.0,Weekend,73.45091325400213,40.0,80.41282426691893,2024-08-08,0,8
2184,39.0,Homme,Etudiant,SCADA,Continue,75.12178065158001,74.71575713406183,65.90333446193097,2024-11-24,0,11
2185,40.0,Homme,Etudiant,Industrie 4.0,Continue,62.30523233544036,73.0599456460248,83.11340739753663,2024-12-03,0,12
2186,37.0,Homme,Pris en charge,TIA Portal,Continue,48.08991397307666,66.9663879287818,82.47175079622919,2024-12-02,0,12
2187,43.0,Homme,Etudiant,TIA Portal,Continue,67.1926410713725,75.75437037248876,82.24697834709784,2024-08-15,0,8
2188,30.0,Femme,Pris en charge,SCADA,Continue,85.27233439920003,70.24301387988305,71.20613856972248,2024-11-23,0,11
2189,21.0,Homme,Pris en charge,TIA Portal,1 fois par semaine,89.20537556021101,63.1845060225462,99.20071777070382,2024-12-22,0,12
2190,44.0,Homme,Etudiant,TIA Portal,Continue,54.97636141225141,84.84097343265198,86.29358338026913,2024-06-15,0,6
2191,37.0,Homme,Etudiant,Industrie 4.0,Continue,87.86677327784349,74.17345641073294,66.57250718442883,2024-06-09,1,6
2192,44.0,Homme,Etudiant,SolidWorks,Continue,69.07676145356136,72.06992963978877,64.03366446734063,2024-08-14,0,8
2193,26.0,Homme,Employé,Industrie 4.0,Weekend,60.73599974433466,44.99748928050378,71.89185624274799,2024-05-24,0,5
2194,43.0,Homme,Etudiant,TIA Portal,Continue,85.5922670923626,95.54358664377804,80.8778590023765,2024-01-11,1,1
2195,32.543160127253444,,,TIA Portal,1 fois par semaine,74.81199054878482,70.11891311158554,79.76757781357493,2024-03-23,0,3
2196,30.0,Homme,Employé,Industrie 4.0,Continue,100.0,76.2904462829994,73.21347313515037,2024-11-11,1,11
2197,37.0,Homme,Etudiant,SolidWorks,Weekend,68.26757376408473,78.55567632554187,64.49139888057368,2024-01-23,0,1
2198,42.0,Homme,Employé,SCADA,Weekend,72.23645032540696,89.73301716867853,82.86887444546184,2024-02-09,1,2
2199,31.0,Homme,Etudiant,TIA Portal,Continue,65.2350801782571,58.46002326620889,75.28364173082124,2024-11-04,0,11
2200,25.0,Homme,Pris en charge,Industrie 4.0,Continue,76.49900523520691,60.294737565531406,81.07613539143117,2024-11-23,0,11
2201,39.0,Homme,Employé,EPLAN,Continue,82.97064971470515,79.6045191925435,78.34478194316503,2024-11-26,1,11
2202,42.0,Homme,Etudiant,TIA Portal,Continue,57.69724476179484,77.8111479727655,77.27836745289774,2024-09-21,0,9
2203,32.0,Homme,Etudiant,Industrie 4.0,Weekend,81.55798670163,90.42158832407918,90.23984057200016,2024-06-12,1,6
2204,39.0,Homme,Pris en charge,Industrie 4.0,Continue,70.91337531257408,83.04893611095697,85.87577862277436,2024-06-21,0,6
2205,35.0,Homme,Employé,TIA Portal,Weekend,66.39091418678248,65.93913875691486,82.132647723501,2024-04-20,0,4
2206,37.0,Homme,Pris en charge,TIA Portal,Weekend,60.98771728329625,68.66733421229618,58.446576010018646,2024-08-27,0,8
2207,29.0,Homme,Etudiant,SCADA,1 fois par semaine,84.78623500357145,76.27625830964138,77.45462336756509,2024-08-25,1,8
2208,42.0,Homme,Etudiant,TIA Portal,Weekend,77.8668767985465,51.65853032942417,88.62595958097782,2024-11-14,0,11
2209,27.0,Homme,Etudiant,TIA Portal,Continue,69.17921256865921,76.73305745753385,70.244322013239,2024-12-23,0,12
2210,37.0,Homme,Employé,TIA Portal,Continue,82.7945900070705,77.60112518179537,77.6973560491268,2024-12-24,1,12
2211,40.0,Homme,Etudiant,TIA Portal,Continue,80.29826143617123,60.27933240359746,79.44088791155184,2024-01-05,0,1
2212,20.0,Homme,Etudiant,Industrie 4.0,Continue,83.67847404401375,67.44418106258209,82.2454012312987,2024-02-10,0,2
2213,42.0,Femme,Employé,TIA Portal,1 fois par semaine,91.40598896306652,46.215800828019525,75.88201175082366,2024-02-16,0,2
2214,27.0,Homme,Employé,TIA Portal,1 fois par semaine,77.17518385011303,81.14669622090987,84.14875935846496,2024-06-20,0,6
2215,25.0,Homme,Etudiant,SolidWorks,1 fois par semaine,94.32375771817328,75.0154652386008,83.79198255366991,2024-11-12,1,11
2216,32.543160127253444,,,SCADA,1 fois par semaine,74.81199054878482,70.11891311158554,79.76757781357493,2024-02-08,0,2
2217,34.0,Homme,Employé,Industrie 4.0,Weekend,82.83441420628597,57.279294334485776,72.09173299830135,2024-08-07,0,8
2218,41.0,Homme,Etudiant,TIA Portal,1 fois par semaine,58.08769422514902,64.7848392458926,81.70058142570596,2024-09-24,0,9
2219,34.0,Homme,Etudiant,SCADA,Weekend,76.09792080769863,80.19150950960152,94.62262953316136,2024-01-19,0,1
2220,21.0,Homme,Etudiant,TIA Portal,Continue,77.46325597809621,76.0544307149158,89.99936475836576,2024-04-11,0,4
2221,32.543160127253444,,,TIA Portal,Weekend,74.81199054878482,70.11891311158554,79.76757781357493,2024-12-10,0,12
2222,42.0,Homme,Pris en charge,SCADA,Weekend,73.90192532827673,62.88070760936012,71.9458598668862,2024-12-04,0,12
2223,42.0,Homme,Etudiant,EPLAN,1 fois par semaine,81.46049912901506,70.63115967040403,76.18849194059484,2024-12-10,0,12
2224,30.0,Homme,Etudiant,Industrie 4.0,Continue,82.79155846741999,60.39199006816055,95.33889009810196,2024-08-10,0,8
2225,29.0,Homme,Pris en charge,TIA Portal,Continue,-5.0,63.754638409722,79.83480773549559,2024-01-19,0,1
2226,37.0,Homme,Pris en charge,EPLAN,1 fois par semaine,88.54840236083703,78.30242797538891,81.81386761683791,2024-08-25,1,8
2227,37.0,Homme,Employé,TIA Portal,Weekend,60.23548068752629,55.278138401970814,71.74678933915881,2024-10-12,0,10
2228,36.0,Homme,Pris en charge,EPLAN,1 fois par semaine,70.94100912379034,68.29159440407906,80.2303511045335,2024-11-16,0,11
2229,27.0,Femme,Employé,Industrie 4.0,Weekend,66.12422339834873,67.39881891602589,64.80304366568399,2024-11-12,0,11
2230,34.0,Homme,Employé,Industrie 4.0,1 fois par semaine,120.0,69.48573214640153,66.1322975324433,2024-09-12,1,9
2231,27.0,Homme,Etudiant,Industrie 4.0,1 fois par semaine,85.8653303315038,73.17053351982076,80.79281294486213,2024-07-27,0,7
2232,36.0,Homme,Etudiant,EPLAN,Continue,76.21619804337851,77.37507108472678,82.30182676103732,2024-09-15,0,9
2233,31.0,Homme,Etudiant,EPLAN,Continue,81.82599131262002,79.4106260740538,75.81504856223778,2024-11-12,1,11
2234,27.0,Homme,Pris en charge,Industrie 4.0,Continue,81.32015838447282,65.8726789890932,83.1773598559897,2024-11-19,0,11
2235,44.0,Homme,Pris en charge,SCADA,1 fois par semaine,55.84954386890043,68.18282590480844,67.0734032974461,2024-11-25,0,11
2236,33.0,Femme,Employé,SCADA,Continue,69.42258436513424,74.2114759433179,76.5185201727604,2024-10-15,0,10
2237,23.0,Homme,Etudiant,SCADA,Continue,82.48572481736127,72.16168912848899,73.6032657920759,2024-12-11,0,12
2238,20.0,Homme,Etudiant,SolidWorks,1 fois par semaine,81.56837983123273,76.84847724570379,79.12395023787741,2024-05-20,0,5
2239,20.0,Homme,Etudiant,TIA Portal,Continue,57.43323936594129,75.3963094974326,76.95166362058444,2024-05-27,0,5
2240,38.0,Homme,Etudiant,TIA Portal,Weekend,85.30027125178924,60.11352682840618,100.0,2024-04-03,0,4
2241,35.0,Homme,Employé,EPLAN,Continue,81.16055945918617,92.49336115084324,70.46731729766597,2024-04-09,1,4
2242,33.0,Homme,Pris en charge,EPLAN,Weekend,65.37207696538314,70.0441203835412,79.95134780815312,2024-08-22,0,8
2243,40.0,Homme,Etudiant,TIA Portal,Continue,79.08628278254362,78.39644688565075,100.0,2024-08-20,0,8
2244,35.0,Homme,Etudiant,TIA Portal,1 fois par semaine,72.70888234897151,77.32705114934471,86.10979551195408,2024-11-03,0,11
2245,24.0,Homme,Employé,EPLAN,1 fois par semaine,79.91965391627292,73.26310520810236,79.60564192705831,2024-10-21,0,10
2246,28.0,Homme,Etudiant,Industrie 4.0,Continue,56.99763898990563,73.14803635046243,88.1573820692999,2024-01-02,0,1
2247,21.0,Homme,Pris en charge,SCADA,Weekend,71.47395137258398,81.12799601543708,86.30399931175936,2024-08-13,0,8
2248,37.0,Homme,Etudiant,TIA Portal,Continue,120.0,67.50051061880913,68.96115329812815,2024-04-18,1,4
2249,25.0,Homme,Etudiant,EPLAN,1 fois par semaine,80.3881917217054,79.30723194444656,64.5085925070243,2024-11-13,0,11
2250,28.0,Homme,Etudiant,TIA Portal,Continue,82.91640864714047,76.0290843867289,80.96676192430964,2024-04-09,0,4
2251,20.0,Homme,Etudiant,TIA Portal,1 fois par semaine,72.66458753791346,84.10948671104993,75.20626428670575,2024-09-04,0,9
2252,28.0,Homme,Employé,TIA Portal,Weekend,80.64345949640506,64.04315190719947,100.0,2024-11-09,0,11
2253,44.0,Homme,Etudiant,EPLAN,Weekend,73.36910993579212,71.0116983723708,91.19152954517035,2024-11-10,0,11
2254,35.0,Homme,Etudiant,SolidWorks,1 fois par semaine,65.75159854343039,59.73699927172086,91.18784140822976,2024-06-11,0,6
2255,32.0,Homme,Etudiant,SolidWorks,Weekend,72.47844878842177,83.31726857630737,56.29930921231987,2024-12-23,0,12
2256,28.0,Homme,Etudiant,Industrie 4.0,1 fois par semaine,89.5404004490277,61.12889530619151,74.1000607788254,2024-08-25,0,8
2257,40.0,Homme,Etudiant,EPLAN,1 fois par semaine,86.32321359780603,73.98459650918043,79.89642688671411,2024-02-12,1,2
2258,32.0,Homme,Employé,SolidWorks,1 fois par semaine,65.07798110481308,64.5557078726644,72.64859448918062,2024-05-02,0,5
2259,28.0,Homme,Employé,SolidWorks,Continue,70.82658629497598,83.69421867596475,73.74915183241657,2024-04-19,0,4
2260,30.0,Homme,Pris en charge,EPLAN,Weekend,65.7576178243594,69.29762683224307,77.42984775958803,2024-10-01,0,10
2261,23.0,Homme,Etudiant,Industrie 4.0,Continue,76.79523173867132,77.81367883664424,81.24517154804877,2024-06-22,0,6
2262,21.0,Homme,Etudiant,SCADA,Continue,84.97272823114568,56.99393202102341,100.0,2024-11-07,0,11
2263,25.0,Homme,Etudiant,EPLAN,Weekend,95.31793417292408,62.42555359731142,73.28036601510647,2024-07-12,0,7
2264,33.0,Homme,Etudiant,SolidWorks,Continue,60.72547801154391,77.28449750468654,88.45653826221971,2024-09-17,0,9
2265,23.0,Homme,Employé,SCADA,1 fois par semaine,83.58347345349647,85.49143122403254,94.63618760524,2024-07-15,1,7
2266,25.0,Homme,Pris en charge,TIA Portal,Continue,74.92314372421014,76.31286998809158,70.04857987775873,2024-12-25,0,12
2267,38.0,Homme,Employé,SCADA,1 fois par semaine,71.32863025968713,98.59581780515347,100.0,2024-02-16,1,2
2268,25.0,Femme,Etudiant,Industrie 4.0,Weekend,65.64708185080497,79.49775926309671,82.35509783776354,2024-04-05,0,4
2269,21.0,Homme,Etudiant,TIA Portal,Continue,92.79860937099282,70.19224176875731,55.04741236979682,2024-08-02,1,8
2270,37.0,Homme,Pris en charge,EPLAN,Weekend,58.71135771847027,66.14802318515937,92.21797914019032,2024-03-19,0,3
2271,32.0,Homme,Etudiant,TIA Portal,1 fois par semaine,70.10244847051575,91.8048207641108,63.82440928137879,2024-09-17,1,9
2272,28.0,Homme,Etudiant,Industrie 4.0,Continue,78.67296906615415,79.68937254437392,94.57898029487949,2024-08-14,0,8
2273,42.0,Homme,Pris en charge,SCADA,1 fois par semaine,79.53288392273922,63.814870227284246,89.73362380915088,2024-08-19,0,8
2274,38.0,Homme,Employé,Industrie 4.0,1 fois par semaine,87.46797819036233,62.09335463938567,69.59730026540883,2024-08-05,0,8
2275,32.0,Homme,Employé,TIA Portal,1 fois par semaine,66.19319431300059,62.035134626830605,76.09926116183362,2024-08-14,0,8
2276,30.0,Homme,Etudiant,Industrie 4.0,Weekend,81.24386894198145,76.13501981941627,86.84498826896501,2024-10-17,0,10
2277,20.0,Femme,Etudiant,TIA Portal,Weekend,74.3706548093425,51.78221394040206,74.45053219484922,2024-01-08,0,1
2278,43.0,Femme,Etudiant,TIA Portal,Weekend,75.40217108675556,63.86870109195296,97.40104630164956,2024-09-26,0,9
2279,41.0,Homme,Employé,TIA Portal,Continue,-5.0,73.57032416650854,89.14692222234615,2024-12-13,0,12
2280,26.0,Homme,Etudiant,TIA Portal,1 fois par semaine,76.61866425322047,70.3313443119048,65.05244699294022,2024-12-24,0,12
2281,32.543160127253444,,,TIA Portal,Weekend,74.81199054878482,70.11891311158554,79.76757781357493,2024-09-03,0,9
2282,40.0,Homme,Pris en charge,Industrie 4.0,1 fois par semaine,71.43745023793275,78.33789647888464,85.19736145977743,2024-12-05,0,12
2283,34.0,Homme,Employé,EPLAN,Weekend,69.74797065339422,78.27649144187596,72.20401636886193,2024-07-27,0,7
2284,20.0,Homme,Etudiant,Industrie 4.0,1 fois par semaine,78.72495548831189,67.40242237896261,90.91675908946829,2024-08-04,0,8
2285,31.0,Homme,Etudiant,SolidWorks,Weekend,61.69109301446604,63.62287740910728,86.14506409589104,2024-03-12,0,3
2286,26.0,Homme,Employé,Industrie 4.0,Weekend,73.07651813534112,80.374922847829,87.18230920461355,2024-08-16,0,8
2287,34.0,Homme,Employé,SolidWorks,Weekend,67.32282546634931,68.09534028471812,76.84972009044661,2024-11-27,0,11
2288,40.0,Homme,Employé,SCADA,Weekend,73.77090266481565,70.16857919059088,69.81232045092226,2024-12-27,0,12
2289,38.0,Homme,Etudiant,Industrie 4.0,1 fois par semaine,73.89796249586959,79.39416041066579,92.1757229081724,2024-12-23,0,12
2290,44.0,Homme,Employé,TIA Portal,Weekend,83.66852729131968,56.799409877798254,97.6040273815027,2024-12-17,0,12
2291,20.0,Homme,Employé,TIA Portal,Weekend,81.59015119394441,63.78098184433618,90.33167738674597,2024-08-08,0,8
2292,36.0,Homme,Etudiant,SCADA,Weekend,77.91795835290446,66.86897219097622,88.9116913316257,2024-08-05,0,8
2293,36.0,Homme,Employé,Industrie 4.0,1 fois par semaine,76.72731144418715,92.88577720075088,80.6244422100913,2024-12-14,1,12
2294,22.0,Homme,Employé,EPLAN,Weekend,73.09137581085406,54.968723209456094,72.91493567676916,2024-02-20,0,2
2295,31.0,Homme,Etudiant,TIA Portal,1 fois par semaine,72.90653259356213,70.47736138612727,87.4161566080844,2024-11-05,0,11
2296,25.0,Homme,Etudiant,TIA Portal,Continue,57.52135847780981,59.36101134831142,73.73009577743424,2024-04-04,0,4
2297,30.0,Homme,Employé,SCADA,1 fois par semaine,82.3374929917506,97.7106025054301,90.0192988414502,2024-06-18,1,6
2298,22.0,Homme,Etudiant,EPLAN,Continue,77.66526140010028,73.20180392901351,82.72059777072812,2024-02-15,0,2
2299,27.0,Femme,Employé,Industrie 4.0,Weekend,87.00374192269113,58.56246739527543,65.23202884340094,2024-11-02,0,11
2300,33.0,Homme,Employé,SCADA,Weekend,69.45437090187409,50.24825939896599,80.55991859820233,2024-11-27,0,11
2301,33.0,Homme,Pris en charge,TIA Portal,1 fois par semaine,87.60369701008666,77.34411082691746,67.56879896126523,2024-12-14,1,12
2302,29.0,Homme,Employé,SCADA,Weekend,73.0817833909192,72.3174396950627,66.09362277406082,2024-12-08,0,12
2303,21.0,Homme,Etudiant,SolidWorks,Weekend,69.26839779970685,77.62873042157501,57.84462621113401,2024-11-26,0,11
2304,33.0,Homme,Etudiant,EPLAN,1 fois par semaine,90.45444622358184,57.92105880456116,66.51505401685935,2024-09-01,0,9
2305,28.0,Homme,Pris en charge,TIA Portal,Weekend,78.63892880413825,92.41938700021169,68.10697619672311,2024-12-04,1,12
2306,22.0,Homme,Etudiant,Industrie 4.0,Continue,91.71007092361056,70.98278399606303,92.71493237071486,2024-09-05,1,9
2307,40.0,Homme,Employé,SCADA,Continue,76.70488402560339,75.09281745333492,85.73793963121508,2024-02-21,0,2
2308,27.0,Homme,Employé,TIA Portal,Weekend,83.07422703820595,77.48707832126267,99.99180231603012,2024-11-11,1,11
2309,35.0,Homme,Etudiant,SCADA,Weekend,85.28704655738697,71.23214077868606,78.05094359231906,2024-06-14,0,6
2310,21.0,Homme,Etudiant,Industrie 4.0,Continue,72.1862934890668,85.66664774042468,67.05045614743729,2024-01-08,0,1
2311,25.0,Homme,Employé,TIA Portal,Weekend,78.46067097127134,63.64079419097414,79.91155029712912,2024-01-14,0,1
2312,40.0,Homme,Pris en charge,SolidWorks,Continue,76.54217585889593,82.26787868942696,75.75239597348838,2024-08-22,0,8
2313,44.0,Homme,Etudiant,TIA Portal,1 fois par semaine,83.3232308155823,85.99770282664623,84.23092640408073,2024-08-27,1,8
2314,31.0,Homme,Pris en charge,EPLAN,Continue,64.34644457544714,82.43966990197828,65.76055028380381,2024-12-16,0,12
2315,24.0,Homme,Employé,SolidWorks,Weekend,81.01132826781361,87.21214961962853,80.47689419484024,2024-02-06,1,2
2316,21.0,Homme,Pris en charge,SolidWorks,Weekend,84.20465877364299,61.23574166823519,93.47844519178244,2024-05-06,0,5
2317,35.0,Homme,Etudiant,TIA Portal,Continue,68.17124960684178,75.95971112292463,93.631704974062,2024-12-11,0,12
2318,24.0,Homme,Etudiant,EPLAN,Continue,66.18553078219223,75.0090397389637,91.89869837378524,2024-12-10,0,12
2319,34.0,Homme,Pris en charge,SolidWorks,Weekend,58.41725144356689,70.8987999355411,85.51168917387386,2024-08-19,0,8
2320,31.0,Homme,Pris en charge,TIA Portal,Weekend,95.78467810685768,77.52312323073342,89.40092860829773,2024-11-05,1,11
2321,23.0,Homme,Etudiant,Industrie 4.0,Weekend,67.68319155051236,84.48423824199564,79.61313850576252,2024-08-12,0,8
2322,34.0,Homme,Employé,TIA Portal,1 fois par semaine,89.17952948709994,61.33167766647024,84.20684954818005,2024-10-09,0,10
2323,30.0,Homme,Pris en charge,EPLAN,1 fois par semaine,72.92017835033776,55.51474617196894,78.71141067045042,2024-08-27,0,8
2324,32.543160127253444,,,EPLAN,Continue,74.81199054878482,70.11891311158554,79.76757781357493,2024-07-06,0,7
